months reported,state,county ID,agency,population,violent,property,murder,rape,robbery,assault,burglary,larceny theft,motor vehicle theft,arson
12,OR,01403,LIQUOR COMM: HOOD,0,0,0,0,0,0,0,0,0,0,0
12,OR,01504,MEDFORD,78356,378,5168,0,49,94,235,543,439,235,69
12,OR,01501,ASHLAND,2869,26,628,0,3,3,2,59,548,21,1
12,OR,01502,CENTRAL POINT,1775,28,475,0,4,3,21,55,395,25,4
12,OR,01503,JACKSONVILLE,2823,0,44,0,0,0,0,1,31,3,1
12,OR,01505,PHOENIX,4619,4,14,0,1,1,2,25,72,7,0
12,OR,01506,TALENT,6262,12,159,0,1,0,11,21,125,13,0
12,OR,01507,EAGLE POINT,8717,26,397,0,6,7,13,33,353,11,1
12,OR,01509,ROGUE RIVER,2187,0,46,0,0,0,0,8,37,1,0
12,OR,01500,JACKSON,69177,187,1359,3,22,14,148,282,963,114,5
12,OR,01512,LIQUOR COMM: JACK,0,0,0,0,0,0,0,0,0,0,0
12,OR,01602,MADRAS,6376,23,327,0,6,4,13,66,232,29,4
12,OR,01600,JEFFERSON,14724,16,251,0,4,0,12,65,164,22,0
12,OR,01606,LIQUOR COMM: JEFF,0,0,0,0,0,0,0,0,0,0,0
12,OR,01701,GRANTS PASS,35192,131,232,1,19,31,8,288,1565,179,21
12,OR,01700,JOSEPHINE,48577,22,653,0,1,2,19,224,32,127,2
12,OR,01703,LIQUOR COMM: JOSE,0,0,0,0,0,0,0,0,0,0,0
12,OR,01801,KLAMATH FALLS,2129,69,9,0,13,27,29,171,672,57,11
03,OR,01805,MALIN,789,0,0,0,0,0,0,0,0,0,0
12,OR,01800,KLAMATH,43177,56,878,5,1,9,32,298,488,92,11
12,OR,01806,LIQUOR COMM: KLAM,0,0,0,0,0,0,0,0,0,0,0
12,OR,01901,LAKEVIEW,2286,8,33,0,0,1,7,7,2,6,0
12,OR,02002,EUGENE,159882,587,6637,2,79,17,336,168,539,53,53
12,OR,02001,COTTAGE GROVE,9821,13,574,0,0,2,11,46,5,28,2
12,OR,02003,FLORENCE,8466,9,371,0,1,2,6,49,31,12,1
12,OR,02004,JUNCTION CITY,5717,1,42,0,0,1,0,7,31,4,0
12,OR,02006,SPRINGFIELD,6377,213,2737,2,33,57,121,332,2217,188,22
12,OR,02007,COBURG,138,0,17,0,0,0,0,2,13,2,0
04,OR,02013,UNIVERSITY OF OREGO,0,0,27,0,0,0,0,1,26,0,0
12,OR,02011,LIQUOR COMM: LANE,0,0,0,0,0,0,0,0,0,0,0
12,OR,02101,LINCOLN CITY,869,43,393,0,2,2,39,78,31,14,2
12,OR,02102,NEWPORT,1152,46,67,1,6,1,29,12,481,24,5
12,OR,02103,TOLEDO,3467,18,19,0,1,1,16,3,73,6,0
12,OR,02100,LINCOLN,24945,55,457,0,1,5,4,146,285,26,4
12,OR,02105,LIQUOR COMM: LINC,0,0,0,0,0,0,0,0,0,0,0
12,OR,02201,ALBANY,4578,37,1456,2,9,23,3,175,118,11,3
12,OR,02203,LEBANON,1631,43,76,0,2,4,37,84,567,55,3
12,OR,02204,SWEET HOME,981,24,648,0,1,6,17,83,535,3,3
12,OR,02200,LINN,49544,23,169,1,8,6,8,293,685,91,18
12,OR,02208,LIQUOR COMM: LINN,0,0,0,0,0,0,0,0,0,0,0
12,OR,02302,ONTARIO,1122,65,638,2,5,16,42,92,517,29,2
12,OR,02300,MALHEUR,16192,5,11,2,0,1,2,23,74,4,0
12,OR,02402,SALEM,13731,43,5985,2,38,87,33,75,4733,547,3
12,OR,02403,SILVERTON,943,16,224,1,4,1,1,5,167,7,1
12,OR,02404,STAYTON,7798,24,421,0,4,1,19,54,349,18,1
12,OR,02405,WOODBURN,24471,64,672,1,1,22,31,116,471,85,5
12,OR,02406,GERVAIS,2569,11,54,0,0,2,9,15,35,4,2
12,OR,02407,HUBBARD,322,2,14,0,1,0,1,3,11,0,2
12,OR,02408,MOUNT ANGEL,3411,16,75,1,3,0,12,8,6,7,1
12,OR,02410,TURNER,192,1,39,0,0,0,1,6,31,2,0
12,OR,02412,AUMSVILLE,3866,4,61,0,0,0,4,11,45,5,1
12,OR,02417,KEIZER,37189,65,82,1,8,6,5,9,657,55,3
12,OR,02400,MARION,9668,62,2229,1,18,15,28,49,1521,299,0
12,OR,02416,LIQUOR COMM: MARI,0,0,0,0,0,0,0,0,0,0,0
12,OR,02504,BOARDMAN,3416,1,58,0,6,2,2,11,42,5,1
12,OR,02500,MORROW,81,11,164,0,4,1,6,34,111,19,4
04,OR,02506,BMENT: MORROW COU,0,0,0,0,0,0,0,0,0,0,0
12,OR,02602,PORTLAND,613268,2899,3211,26,261,843,1769,413,2468,3363,166
12,OR,00304,LAKE OSWEGO,2686,1,36,0,0,0,1,7,26,3,1
12,OR,02601,GRESHAM,11276,549,5161,2,47,215,285,915,35,746,36
12,OR,02603,PORT OF PORTLAND,0,2,356,0,2,0,0,1,312,43,0
12,OR,02604,FAIRVIEW,9237,22,242,0,3,5,14,29,181,32,2
12,OR,02605,TROUTDALE,1661,29,543,0,4,1,15,85,397,61,2
12,OR,02618,PORTLAND STATE UNIV,0,6,314,0,3,1,2,3,284,0,0
12,OR,02600,MULTNOMAH,24669,18,94,0,6,16,86,13,725,49,3
12,OR,02614,LIQUOR COMM: MULT,0,0,0,0,0,0,0,0,0,0,0
12,OR,02402,SALEM,24997,78,19,0,7,16,55,128,862,1,5
12,OR,02701,DALLAS,14852,26,425,0,3,3,2,57,348,2,4
12,OR,02702,INDEPENDENCE,8672,19,187,0,5,4,1,15,158,14,0
12,OR,02703,MONMOUTH,9997,11,169,0,4,1,6,3,132,7,0
12,OR,02700,POLK,1891,36,235,1,3,0,32,76,135,24,0
12,OR,02705,LIQUOR COMM: POLK,0,0,0,0,0,0,0,0,0,0,0
12,OR,02800,SHERMAN,1728,1,17,0,0,0,1,4,13,0,0
12,OR,02804,LIQUOR COMM: SHER,0,0,0,0,0,0,0,0,0,0,0
11,OR,02903,ROCKAWAY BEACH,137,0,61,0,0,0,0,32,29,0,0
12,OR,02904,TILLAMOOK,4937,15,148,0,3,5,7,23,122,3,3
12,OR,02905,MANZANITA,617,1,9,0,0,0,1,3,6,0,0
12,OR,02900,TILLAMOOK,18577,1,271,1,1,1,7,64,189,18,0
12,OR,02907,LIQUOR COMM: TILL,0,0,0,0,0,0,0,0,0,0,0
12,OR,03001,HERMISTON,17183,38,469,0,5,12,21,69,362,38,3
12,OR,03002,MILTON-FREEWATER,719,21,358,0,0,1,2,53,254,51,5
12,OR,03003,PENDLETON,176,4,481,0,16,8,16,63,382,36,4
12,OR,03004,UMATILLA,722,13,68,0,3,3,7,9,49,1,0
12,OR,03005,ATHENA,1134,2,26,0,0,0,2,5,19,2,0
10,OR,03007,PILOT ROCK,1512,1,1,0,0,0,1,1,8,1,1
12,OR,03008,STANFIELD,247,0,18,0,0,0,0,5,1,3,0
12,OR,03000,UMATILLA,23524,39,454,1,7,3,28,123,272,59,3
12,OR,03011,LIQUOR COMM: UMAT,0,0,0,0,0,0,0,0,0,0,0
02,OR,03013,BMENT: UMATILLA C,0,0,0,0,0,0,0,0,0,0,0
12,OR,03101,LA GRANDE,137,15,343,0,2,1,12,79,248,16,1
12,OR,03100,UNION,12665,18,179,0,2,0,16,3,144,5,1
12,OR,03105,LIQUOR COMM: UNIO,0,0,0,0,0,0,0,0,0,0,0
12,OR,03201,ENTERPRISE,1869,0,25,0,0,0,0,6,18,1,0
12,OR,03200,WALLOWA,4921,0,34,0,0,0,0,11,22,1,0
12,OR,03204,LIQUOR COMM: WALL,0,0,0,0,0,0,0,0,0,0,0
12,OR,03301,THE DALLES,1524,17,55,0,7,6,4,66,461,23,4
12,OR,03300,WASCO,1434,16,137,0,0,1,15,48,74,15,1
12,OR,02602,PORTLAND,1634,9,96,0,1,3,5,12,74,1,0
12,OR,03401,BEAVERTON,94416,127,1521,0,17,34,76,174,125,97,29
12,OR,03403,HILLSBORO,98635,186,225,2,4,58,86,246,1825,134,15
12,OR,00304,LAKE OSWEGO,9,0,0,0,0,0,0,0,0,0,0
03,OR,00312,WILSONVILLE,2226,0,4,0,0,0,0,1,3,0,0
12,OR,03402,FOREST GROVE,22748,76,651,0,18,9,49,117,484,5,3
12,OR,03404,TIGARD,5124,76,1369,0,15,48,13,142,1164,63,1
12,OR,03405,GASTON,667,1,19,0,1,0,0,0,17,2,0
12,OR,03406,SHERWOOD,1935,6,28,1,1,1,3,25,249,6,8
12,OR,03407,CORNELIUS,12229,18,364,0,1,3,14,55,294,15,4
12,OR,03408,NORTH PLAINS,249,3,28,0,2,0,1,6,19,3,0
12,OR,03409,BANKS,188,2,42,0,0,2,0,12,29,1,0
12,OR,03411,KING CITY,361,5,52,0,2,3,0,9,43,0,0
12,OR,03412,TUALATIN,24141,24,677,0,5,5,14,73,573,31,4
12,OR,03400,WASHINGTON,229114,322,2464,2,78,51,191,48,18,184,25
12,OR,03413,LIQUOR COMM: WASH,0,0,0,0,0,0,0,0,0,0,0
11,OR,03500,WHEELER,1371,3,7,0,0,0,3,1,6,0,0
12,OR,03405,GASTON,2,0,0,0,0,0,0,0,0,0,0
12,OR,03601,MCMINNVILLE,3337,55,926,1,14,7,33,138,749,39,4
12,OR,03602,NEWBERG-DUNDEE,25765,26,399,0,9,4,13,32,35,17,5
11,OR,03605,CARLTON,228,1,17,0,1,0,0,3,14,0,1
12,OR,03607,AMITY,1598,0,18,0,0,0,0,3,15,0,1
12,OR,03608,YAMHILL,127,0,13,0,0,0,0,3,1,0,0
12,OR,03600,YAMHILL,37712,42,576,0,14,2,26,157,375,44,6
12,OR,03611,LIQUOR COMM: YAMH,0,0,0,0,0,0,0,0,0,0,0
12,PA,00101,GETTYSBURG,7667,29,13,0,6,2,21,17,112,1,0
12,PA,00102,LITTLESTOWN,4445,8,45,0,0,2,6,6,37,2,0
12,PA,00103,CONEWAGO TOWNSHIP,7123,3,48,0,0,0,3,6,4,2,0
12,PA,00104,MCSHERRYSTOWN,345,4,25,0,0,0,4,5,2,0,0
12,PA,00105,CUMBERLAND TOWNSHIP,6177,2,49,0,0,0,2,14,31,4,0
12,PA,00108,EAST BERLIN,1524,0,0,0,0,0,0,0,0,0,0
12,PA,00112,LIBERTY TOWNSHIP,1236,2,19,0,0,0,2,4,13,2,0
12,PA,00113,READING TOWNSHIP,5794,1,29,0,0,0,1,1,17,2,0
12,PA,00115,BIGLERVILLE,1199,0,1,0,0,0,0,0,8,2,0
12,PA,00116,BONNEAUVILLE,1813,1,15,0,0,0,1,1,14,0,0
12,PA,00118,EASTERN ADAMS REGIO,8161,1,32,0,1,0,0,1,31,0,1
11,PA,00121,BENDERSVILLE,641,0,0,0,0,0,0,0,0,0,0
12,PA,00122,FAIRFIELD,57,2,8,0,1,0,1,1,7,0,0
12,PA,00123,CARROLL VALLEY,3912,2,5,0,1,0,1,3,47,0,0
12,PA,00124,LATIMORE TOWNSHIP,2581,0,16,0,0,0,0,4,12,0,0
12,PA,00100,ADAMS,0,0,0,0,0,0,0,0,0,0,0
12,PA,00201,BALDWIN BOROUGH,19822,14,1,0,0,3,11,2,73,7,0
12,PA,00202,BELLEVUE,8327,29,261,0,0,12,17,52,24,5,0
12,PA,00203,BETHEL PARK,3248,25,263,0,0,8,17,25,222,16,0
12,PA,00204,BRENTWOOD,961,18,214,0,0,12,6,16,195,3,0
12,PA,00205,CARNEGIE,7942,21,24,0,0,7,14,36,155,13,0
12,PA,00206,CLAIRTON,6742,56,194,0,1,31,24,63,116,15,0
12,PA,00207,CORAOPOLIS,564,32,15,0,1,5,26,15,86,4,1
12,PA,00208,DORMONT,8543,19,113,0,1,6,12,15,96,2,0
12,PA,00209,DUQUESNE,5543,79,237,4,3,19,53,1,123,14,5
12,PA,00210,FOREST HILLS,656,8,81,0,0,6,2,14,62,5,0
12,PA,00211,GREEN TREE,4432,22,53,0,0,3,19,7,46,0,0
12,PA,00212,HOMESTEAD,3147,58,222,0,4,27,27,43,173,6,0
12,PA,00213,MCKEESPORT,2145,384,689,4,7,51,322,246,416,27,6
12,PA,00214,MCKEES ROCKS,665,81,28,1,2,41,37,84,177,19,5
12,PA,00215,MILLVALE,3721,6,99,0,1,0,5,0,99,0,0
12,PA,00216,MONROEVILLE,28414,97,5,0,1,28,68,71,44,25,1
12,PA,00217,MOUNT LEBANON,3352,9,227,0,1,2,6,28,196,3,0
12,PA,00218,OAKMONT,6426,11,112,0,0,2,9,31,77,4,0
12,PA,00219,PENN HILLS,42288,163,925,8,9,57,89,298,57,57,16
12,PA,00221,PLEASANT HILLS,8315,2,111,0,0,1,1,1,96,5,0
12,PA,00222,ROSS TOWNSHIP,31136,29,693,0,2,13,14,48,637,8,1
12,PA,00223,SEWICKLEY,4426,3,6,0,0,0,3,1,5,0,0
12,PA,00224,SEWICKLEY HEIGHTS,826,0,5,0,0,0,0,0,5,0,0
12,PA,00225,UPPER ST. CLAIR TOW,19399,8,16,1,0,1,6,9,93,4,0
12,PA,00226,WHITEHALL,13946,12,47,0,0,4,8,8,38,1,0
12,PA,00227,WILKINSBURG,15871,14,466,4,13,38,85,152,272,42,11
12,PA,00229,AVALON,4679,21,74,0,0,3,18,16,57,1,0
12,PA,00230,BRADDOCK,2148,12,3,0,0,0,12,0,3,0,0
12,PA,00231,EDGEWOOD,31,8,192,0,0,3,5,16,172,4,0
12,PA,00232,GLASSPORT,446,15,138,0,1,5,9,31,11,6,1
12,PA,00233,HAMPTON TOWNSHIP,18521,21,16,0,1,2,18,9,94,3,0
12,PA,00234,MCCANDLESS,2928,11,291,2,0,1,8,3,257,4,0
12,PA,00235,MOON TOWNSHIP,25514,16,221,1,0,4,11,27,184,1,0
12,PA,00236,MUNHALL,11345,16,15,1,0,6,9,24,76,5,1
12,PA,00238,NORTH BRADDOCK,483,3,12,0,2,0,1,6,4,2,0
12,PA,00239,NORTH VERSAILLES TO,12367,38,219,0,2,19,17,26,188,5,2
12,PA,00240,ROBINSON TOWNSHIP,13677,2,343,0,5,4,11,15,326,2,0
12,PA,00241,SCOTT TOWNSHIP,171,16,161,0,1,5,1,32,128,1,1
12,PA,00242,SHALER TOWNSHIP,28756,15,357,0,0,6,9,65,288,4,0
12,PA,00243,STOWE TOWNSHIP,6324,16,199,0,0,9,7,36,161,2,0
12,PA,00244,SWISSVALE,8937,65,263,0,0,8,57,77,166,2,1
12,PA,00245,TURTLE CREEK,5315,5,6,0,0,1,4,1,4,1,0
12,PA,00246,WEST HOMESTEAD,1937,11,16,0,0,2,9,0,16,0,0
12,PA,00247,WEST MIFFLIN,2239,32,431,0,5,14,13,46,369,16,3
12,PA,00248,ASPINWALL,2791,0,4,0,0,0,0,1,29,1,0
12,PA,00249,BELL ACRES,142,1,6,0,0,0,1,1,5,0,0
12,PA,00250,BEN AVON,1779,0,22,0,0,0,0,0,22,0,0
12,PA,00251,BEN AVON HEIGHTS,365,0,6,0,0,0,0,0,6,0,0
12,PA,00252,BLAWNOX,1427,1,5,0,0,0,1,2,3,0,0
12,PA,00253,BRACKENRIDGE,3236,4,66,0,0,1,3,9,57,0,0
12,PA,00254,BRADDOCK HILLS,1875,5,34,0,0,1,4,5,29,0,0
12,PA,00256,BRIDGEVILLE,5137,7,79,0,0,3,4,11,67,1,0
12,PA,00257,CASTLE SHANNON,834,8,71,0,1,1,6,1,59,2,0
12,PA,00259,CHESWICK,1736,0,16,0,0,0,0,0,15,1,0
12,PA,00260,CHURCHILL,35,9,31,0,0,0,9,4,26,1,0
12,PA,00261,CRAFTON,6377,19,162,1,0,5,13,11,15,1,0
12,PA,00263,EAST MCKEESPORT,276,1,2,0,0,0,1,3,15,2,0
12,PA,00264,EAST PITTSBURGH,181,46,37,0,0,6,4,11,24,2,0
12,PA,00265,EDGEWORTH,1683,0,1,0,0,0,0,1,0,0,0
12,PA,00266,ELIZABETH,1999,7,15,0,1,0,6,5,8,2,0
12,PA,00267,EMSWORTH,2442,0,4,0,0,0,0,1,39,0,0
12,PA,00268,ETNA,3428,9,79,0,0,3,6,2,55,4,0
12,PA,00269,FOX CHAPEL,5425,1,22,0,0,0,1,3,19,0,0
12,PA,00270,FRANKLIN PARK,1416,6,64,0,1,0,5,15,48,1,0
12,PA,00273,HEIDELBERG,1244,2,4,0,0,0,2,0,4,0,0
12,PA,00274,INGRAM,339,3,23,0,0,0,3,8,15,0,0
12,PA,00275,JEFFERSON HILLS BOR,11239,9,72,0,0,1,8,16,51,5,1
12,PA,00276,LEETSDALE,1212,1,35,0,0,0,1,5,29,1,0
12,PA,00277,LIBERTY,255,2,14,0,2,0,0,2,1,2,0
12,PA,00278,LINCOLN,164,1,14,0,0,1,0,1,4,0,1
12,PA,00279,MOUNT OLIVER,338,76,16,0,2,24,5,27,66,13,1
12,PA,00280,OAKDALE,1475,0,0,0,0,0,0,0,0,0,0
12,PA,00283,PITCAIRN,3273,29,127,0,0,3,26,35,89,3,0
12,PA,00285,PLUM,27595,76,247,0,1,7,59,81,155,11,0
12,PA,00286,PORT VUE,3783,4,42,0,0,0,4,13,28,1,0
12,PA,00287,RANKIN,219,15,28,0,0,1,14,14,12,2,0
12,PA,00288,ROSSLYN FARMS,422,0,4,0,0,0,0,1,3,0,0
12,PA,00290,SHARPSBURG,3425,14,82,0,2,4,8,16,65,1,0
12,PA,00291,SPRINGDALE,3398,25,42,0,0,2,23,6,31,5,0
12,PA,00292,TARENTUM,4499,5,88,0,0,1,4,18,69,1,0
12,PA,00294,VERONA,2464,7,98,0,0,2,5,16,81,1,0
12,PA,00295,VERSAILLES,158,8,22,0,0,1,7,9,12,1,0
12,PA,00298,WEST VIEW,674,8,118,0,1,0,7,5,11,3,0
12,PA,00299,WHITAKER BOROUGH,127,0,9,0,0,0,0,4,3,2,0
12,PA,06309,MCDONALD BOROUGH,379,1,1,0,0,0,1,1,9,0,0
12,PA,06524,TRAFFORD,112,1,3,0,0,0,1,1,2,0,0
12,PA,00200,ALLEGHENY,0,11,2,0,0,0,11,0,2,0,0
12,PA,00220,ALLEGHENY CO DA C,0,4,34,0,0,2,2,1,33,0,0
12,PA,00228,ALLEGHENY COUNTY,0,129,176,0,1,19,1,5,15,21,83
12,PA,00301,APOLLO,1612,3,22,0,0,1,2,2,2,0,1
12,PA,00302,FORD CITY,2922,7,65,0,1,4,2,8,55,2,0
12,PA,00303,FREEPORT,1773,1,8,0,0,0,1,3,5,0,0
12,PA,00304,KITTANNING,3947,6,43,0,0,4,2,4,37,2,0
12,PA,00305,LEECHBURG,215,7,15,0,2,1,4,7,7,1,0
12,PA,00308,KISKIMINETAS TOWNSH,4699,0,33,0,0,0,0,2,31,0,0
12,PA,00310,PARKS TOWNSHIP,2683,2,0,0,0,0,2,0,0,0,0
12,PA,00311,RURAL VALLEY,859,0,0,0,0,0,0,0,0,0,0
12,PA,00312,SOUTH BUFFALO TOWNS,2626,0,8,0,0,0,0,3,5,0,0
12,PA,00313,GILPIN TOWNSHIP,2465,0,1,0,0,0,0,0,1,0,0
12,PA,00314,MANOR TOWNSHIP,424,0,0,0,0,0,0,0,0,0,0
12,PA,00315,NORTH BUFFALO,2996,0,3,0,0,0,0,1,2,0,0
12,PA,00320,WEST KITTANNING,1155,1,19,0,0,0,1,0,19,0,0
12,PA,00321,BETHEL TOWNSHIP,1186,0,0,0,0,0,0,0,0,0,0
12,PA,00322,EAST FRANKLIN TOWNS,433,0,31,0,0,0,0,2,29,0,0
12,PA,00323,PARKER,839,0,0,0,0,0,0,0,0,0,0
12,PA,00325,WORTHINGTON,627,0,0,0,0,0,0,0,0,0,0
12,PA,00328,ELDERTON,354,0,0,0,0,0,0,0,0,0,0
12,PA,00401,ALIQUIPPA,9288,59,155,1,2,8,48,52,94,9,0
12,PA,00402,AMBRIDGE,6931,13,262,0,1,12,9,45,27,1,0
12,PA,00404,BEAVER,4456,4,98,0,0,1,3,11,82,5,0
12,PA,00405,BEAVER FALLS,8775,55,48,1,2,13,39,48,345,15,0
12,PA,00406,MIDLAND,2588,4,67,0,0,1,3,15,51,1,0
12,PA,00407,ROCHESTER,3598,3,239,0,2,9,19,36,2,3,1
12,PA,00408,BADEN,479,2,35,0,0,1,1,3,31,1,0
12,PA,00409,BRIGHTON TOWNSHIP,8276,13,49,0,0,0,13,6,42,1,0
12,PA,00411,ECONOMY,9323,5,93,0,2,3,0,9,83,1,0
12,PA,00412,FREEDOM,1542,2,46,0,1,0,1,11,33,2,0
12,PA,00413,HARMONY TOWNSHIP,315,7,41,0,2,1,4,5,36,0,0
12,PA,00414,HOPEWELL TOWNSHIP,1261,13,142,0,0,5,8,25,14,13,1
12,PA,00415,MONACA,5721,14,124,0,1,1,12,8,18,8,0
12,PA,00416,NEW BRIGHTON,999,58,336,0,1,11,46,73,257,6,0
12,PA,00417,NORTH SEWICKLEY TOW,5589,4,62,0,0,0,4,13,48,1,0
12,PA,00418,CENTER TOWNSHIP,11759,28,464,0,1,11,16,16,44,8,0
12,PA,00419,CHIPPEWA TOWNSHIP,828,5,321,0,1,1,3,27,289,5,0
12,PA,00420,CONWAY,2165,6,16,0,0,2,4,1,14,1,0
12,PA,00423,INDEPENDENCE TOWNSH,2464,5,21,0,2,0,3,3,12,6,0
12,PA,00425,PATTERSON TOWNSHIP,312,2,75,0,0,2,0,24,46,5,0
12,PA,00428,RACCOON TOWNSHIP,327,1,22,0,1,0,0,1,21,0,0
12,PA,00429,ROCHESTER TOWNSHIP,2767,6,35,0,0,0,6,7,27,1,0
12,PA,00432,BRIDGEWATER,71,2,53,0,0,0,2,11,41,1,0
12,PA,00433,KOPPEL,753,7,24,0,0,0,7,2,22,0,0
12,PA,00434,EAST ROCHESTER,558,1,37,0,0,0,1,7,3,0,0
12,PA,00436,FRANKLIN TOWNSHIP,412,1,4,0,0,1,0,4,35,1,0
12,PA,00438,NEW SEWICKLEY TOWNS,7533,1,1,0,4,0,6,21,76,3,0
12,PA,00439,SOUTH BEAVER TOWNSH,2687,0,28,0,0,0,0,6,22,0,0
12,PA,00444,MARION TOWNSHIP,95,0,1,0,0,0,0,0,1,0,0
12,PA,00449,SOUTH HEIGHTS,466,0,0,0,0,0,0,0,0,0,0
12,PA,00451,SHIPPINGPORT,25,0,4,0,0,0,0,1,3,0,0
12,PA,00452,OHIOVILLE,3495,4,2,0,0,0,4,8,11,1,0
12,PA,00453,PA ST UNIV: BEAVER,0,0,6,0,0,0,0,0,6,0,0
12,PA,00454,DARLINGTON TOWNSHIP,1945,0,2,0,0,0,0,3,17,0,0
12,PA,00456,SPR: RACCOON CREEK,0,0,5,0,0,0,0,0,5,0,0
12,PA,03701,ELLWOOD CITY,623,1,11,0,0,0,1,2,9,0,0
12,PA,00400,BEAVER,0,0,0,0,0,0,0,0,0,0,0
12,PA,00403,COUNTY DET: BEAVE,0,3,2,0,3,0,0,0,2,0,0
12,PA,00501,BEDFORD,2767,5,39,0,0,0,5,5,3,4,0
12,PA,00502,EVERETT,1776,0,26,0,0,0,0,8,15,3,0
12,PA,00504,SAXTON,71,0,0,0,0,0,0,0,0,0,0
12,PA,00509,SPR: BLUE KNOB,0,0,3,0,0,0,0,0,3,0,0
12,PA,00510,SPR: SHAWNEE,0,0,1,0,0,0,0,0,1,0,0
12,PA,00500,BEDFORD,0,0,0,0,0,0,0,0,0,0,0
12,PA,00614,READING,87848,76,2549,9,55,288,48,85,1495,24,2
12,PA,00601,BIRDSBORO,5166,4,63,0,0,1,3,15,46,2,0
12,PA,00602,BOYERTOWN,441,4,86,0,0,3,1,9,72,5,1
12,PA,00603,CUMRU TOWNSHIP,15235,12,291,0,2,7,3,55,226,1,0
12,PA,00604,EXETER TOWNSHIP,25761,2,486,0,2,1,8,123,345,18,1
12,PA,00605,FLEETWOOD,49,11,92,0,0,0,11,2,68,4,0
12,PA,00606,HAMBURG,4287,15,6,0,1,1,13,15,44,1,0
12,PA,00607,KENHORST,2871,2,54,0,0,0,2,18,32,4,0
12,PA,00608,KUTZTOWN,59,11,97,0,4,7,0,11,85,1,0
12,PA,00609,LAURELDALE,396,2,43,0,1,1,0,7,33,3,0
12,PA,00611,MOHNTON,347,2,26,0,0,0,2,8,17,1,0
12,PA,00613,MUHLENBERG TOWNSHIP,1991,26,662,0,3,1,13,55,586,21,3
12,PA,00616,SHILLINGTON,5271,8,63,0,1,3,4,2,38,5,0
12,PA,00617,SINKING SPRING,426,5,52,0,0,2,3,9,38,5,0
12,PA,00618,SPRING TOWNSHIP,27487,16,251,0,4,5,7,25,221,5,1
12,PA,00619,WESTERN BERKS REGIO,4589,9,24,0,0,0,9,7,17,0,0
12,PA,00621,WEST READING,4199,5,119,0,3,7,4,19,94,6,0
12,PA,00622,WYOMISSING,1485,7,444,0,0,5,2,17,421,6,0
12,PA,00624,CAERNARVON TOWNSHIP,431,9,121,0,0,0,9,18,99,4,0
12,PA,00625,COLEBROOKDALE DISTR,639,6,12,0,0,1,5,5,113,2,1
12,PA,00628,NORTHERN BERKS REGI,13115,8,114,0,2,0,6,25,82,7,1
12,PA,00629,ROBESON TOWNSHIP,7348,7,67,0,0,0,7,28,3,9,0
12,PA,00630,BALLY,117,0,0,0,0,0,0,0,0,0,0
12,PA,00631,BERN TOWNSHIP,697,8,45,0,0,1,7,8,32,5,1
12,PA,00632,BERNVILLE,956,0,2,0,0,0,0,1,1,0,0
12,PA,00634,DOUGLASS TOWNSHIP,3357,0,14,0,0,0,0,3,11,0,0
12,PA,00635,CENTRAL BERKS REGIO,9483,1,121,0,0,3,7,21,85,15,1
12,PA,00636,LOWER HEIDELBERG TO,567,7,2,0,0,0,7,6,13,1,1
12,PA,00637,OLEY TOWNSHIP,3676,0,7,0,0,0,0,4,3,0,0
12,PA,00642,BETHEL TOWNSHIP,4123,5,23,0,0,0,5,5,17,1,0
12,PA,00643,BRECKNOCK TOWNSHIP,4618,2,47,0,0,0,2,21,23,3,0
12,PA,00644,HEIDELBERG TOWNSHIP,1729,0,12,0,0,0,0,3,8,1,0
12,PA,00647,SOUTH HEIDELBERG TW,7345,11,43,0,0,1,1,5,37,1,0
12,PA,00650,AMITY TOWNSHIP,12821,7,129,0,1,2,4,21,13,5,0
12,PA,00652,WOMELSDORF,2814,5,29,0,1,0,4,5,21,3,0
12,PA,00654,MARION TOWNSHIP,187,0,8,0,0,0,0,3,5,0,0
12,PA,00657,KUTZTOWN UNIVERSITY,0,3,77,0,1,0,2,0,77,0,0
12,PA,00659,PA ST UNIV: BERKS,0,0,18,0,0,0,0,0,18,0,0
12,PA,00660,TULPEHOCKEN TOWNSHI,3281,3,17,0,0,0,3,4,12,1,0
12,PA,00662,TILDEN TOWNSHIP,3579,6,166,0,2,4,0,12,144,1,0
12,PA,00665,SPR: FRENCH CREEK,0,0,4,0,0,0,0,0,4,0,0
12,PA,03615,ADAMSTOWN,14,0,0,0,0,0,0,0,0,0,0
12,PA,00600,BERKS,0,5,0,0,0,0,5,0,0,0,0
12,PA,00649,COUNTY DET: BERKS,0,186,5,1,5,2,178,3,2,0,0
12,PA,00701,ALTOONA,45676,159,89,1,38,32,88,28,658,24,1
12,PA,00702,HOLLIDAYSBURG,5796,3,67,0,1,2,0,5,62,0,0
12,PA,00703,LOGAN TOWNSHIP,12325,56,238,0,4,3,49,1,233,4,0
12,PA,00704,TYRONE,5397,1,147,0,0,3,7,17,13,0,0
12,PA,00705,BELLWOOD,1795,0,29,0,0,0,0,4,25,0,0
12,PA,00706,ROARING SPRING,2551,1,24,0,1,0,0,5,19,0,0
12,PA,00707,ALLEGHENY TOWNSHIP,6638,37,151,0,0,0,37,11,139,1,1
12,PA,00708,DUNCANSVILLE,1216,0,16,0,0,0,0,5,11,0,0
12,PA,00709,MARTINSBURG,1918,1,21,0,1,0,0,5,16,0,0
